118,7516685.6,4692378.988,627.578,fs1
119,7516670.969,4692431.366,627.336,fs2
100,7516686.557,4692412.155,637.259,kulmi
71,7516674.743,4692425.007,625.852,kyqjeUj
120,7516696.92,4692353.097,625.7,p1
121,7516674.57,4692428.347,625.805,p2
122,7516722.548,4692439.805,626.725,p3
72,7516677.137,4692426.038,626.264,perdhese
75,7516681.378,4692411.784,626.264,perdhese
82,7516692.052,4692411.516,626.264,perdhese
89,7516685.967,4692413.184,626.264,perdhese
107,7516687.105,4692428.011,626.264,perdhese
123,7516686.935,4692409.955,626.264,perdhese
70,7516679.028,4692412.039,625.819,pusetFeekkal
8,7516676.879,4692408.06,625.487,shtylElektrike
96,7516692.183,4692411.682,633.75,streha
97,7516686.748,4692409.96,635.102,streha
101,7516686.082,4692412.175,633.75,streha
102,7516681.468,4692410.767,633.606,streha
103,7516677.987,4692422.506,633.703,streha
116,7516688.021,4692425.613,633.738,streha
117,7516677.955,4692422.538,633.69,streha
